영문항공사명,korAirline,carrierCode,항공사코드2(ICAO),항공사상태,사업모델,국가,지역
Sundsvallsflyg,순스발스플라이그,n/a,n/a,Ceased Operations,Regional/Commuter,Sweden,유럽
SunExpress,썬익스프레스,XQ,SXS,Active,Low Cost Carrier,Turkiye,유럽
SunExpress Germany,썬익스프레스 독일,XG,SXD,Ceased Operations,Full Service Carrier,Germany,유럽
Sunkar Air,순카르 항공,S3,KAM,Ceased Operations,Charter,Kazakhstan,아시아태평양
Sunlight Air,선라이트 항공,2R,RLB,Active,Charter,Philippines,아시아태평양
Sunny Airways,써니 항공,n/a,n/a,Ceased Operations,Charter,Thailand,아시아태평양
Sunrise Airways,선라이즈 항공,S6,KSZ,Active,Virtual Carrier,Haiti,중남미
Sunsplash Aviation,선스플래시 항공 LLC,YH,n/a,Active,Cargo,United States of America,북미캐나다
Sunstate Airlines,선스테이트 항공,n/a,SSQ,Active,Regional/Commuter,Australia,아시아태평양
Sunwing Airlines,선윙 항공,WG,SWG,Active,Low Cost Carrier,Canada,북미캐나다
Suparna Airlines,수파르나 항공,Y8,YZR,Active,Full Service Carrier,China,아시아태평양
Super Air Jet,슈퍼에어 제트,IU,SJV,Active,Low Cost Carrier,Indonesia,아시아태평양
Superior Airways,슈페리어항공,n/a,n/a,Active,Charter,Canada,북미캐나다
Surf Air,서프 에어,n/a,URF,Active,Virtual Carrier,United States of America,북미캐나다
Surf Air Europe,서프 에어 유럽,n/a,n/a,Ceased Operations,Virtual Carrier,United Kingdom,유럽
Surinam Airways,수리남 항공,PY,SLM,Active,Full Service Carrier,Suriname,중남미
Susi Air,수지 에어,n/a,SQS,Active,Regional/Commuter,Indonesia,아시아태평양
Sutong Airlines,수통 항공,n/a,n/a,Failed startup,Regional/Commuter,China,아시아태평양
Sverigeflyg,스베리게플라이그,n/a,n/a,Ceased Operations,Regional/Commuter,Sweden,유럽
Swala Aviation,스왈라 항공,n/a,n/a,Active,Charter,Republic of the Congo,중동아프리카
Swazi Airways,스와지 항공,n/a,n/a,Failed startup,Full Service Carrier,Eswatini,중동아프리카
Swiftair,스위프트에어,WT,SWT,Active,Charter,Spain,유럽
Swiss Global Air Lines,스위스 글로벌 항공,LZ,SWU,Ceased Operations,Regional/Commuter,Switzerland,유럽
SWISS International Air Lines,스위스 국제 항공,LX,SWR,Active,Full Service Carrier,Switzerland,유럽
Swoop,스웁,WO,WSW,Ceased Operations,Low Cost Carrier,Canada,북미캐나다
SXM Airways,SXM 항공,n/a,n/a,Active,Charter,Saint Martin,중남미
Sylt Air,실트 에어,7E,AWU,Active,Regional/Commuter,Germany,유럽
Syphax Airlines,사이팍스 항공,SO,SYA,Ceased Operations,Full Service Carrier,Tunisia,중동아프리카
Syrian Airlines,시리아 항공,RB,SYR,Active,Full Service Carrier,Syria,중동아프리카
Syrian Pearl Airways,시리아 펄 항공,n/a,n/a,Ceased Operations,Charter,Syria,중동아프리카
TAAG Angola Airlines,TAAG 항공,DT,DTA,Active,Full Service Carrier,Angola,중동아프리카
Taban Air,타반 항공,n/a,TBN,Active,Full Service Carrier,Iran,중동아프리카
TACA Peru,TACA 페루,T0,TPU,Active,Cargo,Peru,중남미
TAF Linhas Aereas,TAF 항공,n/a,TSD,Ceased Operations,Full Service Carrier,Brazil,중남미
Taftan Air,타프탄 항공,n/a,SBT,Active,Charter,Iran,중동아프리카
Tahiti Air Charter,타히티 전세항공,n/a,n/a,Active,Charter,French Polynesia,아시아태평양
Tahiti Seaplanes,타히티 수상항공,n/a,n/a,Failed startup,Charter,French Polynesia,아시아태평양
Tailwind Air Service,테일윈드 항공 서비스,TQ,PGN,Active,Regional/Commuter,United States of America,북미캐나다
Tailwind Airlines,테일윈드 항공,TI,TWI,Active,Charter,Turkiye,유럽
Tajik Air,타지크 항공,7J,TJK,Grounded,Full Service Carrier,Tajikistan,아시아태평양
Talofa Airways Limited,탈로파 항공,n/a,n/a,Active,Full Service Carrier,Samoa,아시아태평양
TAME,TAME 항공,EQ,TAE,Ceased Operations,Full Service Carrier,Ecuador,중남미
Tanana Air Service,타나나 에어서비스,Z3,TNR,Active,Regional/Commuter,United States of America,북미캐나다
TAP Air Portugal,TAP 항공 포르투갈,TP,TAP,Active,Full Service Carrier,Portugal,유럽
TAP Express,TAP 익스프레스,TP,TAP,Active,Regional/Commuter,Portugal,유럽
Taquan Air,타취안 항공,K3,TQN,Active,Regional/Commuter,United States of America,북미캐나다
TAR Aerolineas,TAR 항공,YQ,LCT,Active,Regional/Commuter,Mexico,중남미
Tara Air,타라 항공,n/a,n/a,Active,Regional/Commuter,Nepal,아시아태평양
Tarco Aviation,타르코 항공,3T,TQQ,Active,Charter,Sudan,중동아프리카
TAROM,TAROM 항공,RO,ROT,Active,Full Service Carrier,Romania,유럽
Taron Avia,타론 아비아,H7,TRV,Ceased Operations,Charter,Armenia,유럽
Tasair,태서 항공,TA,n/a,Ceased Operations,Regional/Commuter,Australia,아시아태평양
Tasman Cargo Airlines,타즈만 카고 항공,HJ,TMN,Active,Cargo,Australia,아시아태평양
Tassili Airlines,타실리 항공,SF,DTH,Active,Regional/Commuter,Algeria,중동아프리카
Tatarstan Airlines,타타르스탄 항공,U9,TAK,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Tausani Airlines,타우사니 항공,n/a,n/a,Startup,Regional/Commuter,American Samoa,아시아태평양
Tbilisi Airlines,트빌리시 항공,TD,TBC,Active,Charter,Georgia,유럽
Tchadia Airlines,차디아 항공,OT,CDO,Ceased Operations,Full Service Carrier,Chad,중동아프리카
TEAM,TEAM 항공,n/a,TIM,Ceased Operations,Charter,Brazil,중남미
Tehran Airlines,테헤란 항공,n/a,THR,Startup,Full Service Carrier,Iran,중동아프리카
Tel Aviv Air,텔아비브 항공,n/a,n/a,Ceased Operations,Virtual Carrier,Germany,유럽
Ten Airways,텐 항공,X5,OTJ,Ceased Operations,Charter,Romania,유럽
Tenir Airlines,테니르 항공,n/a,n/a,Ceased Operations,Charter,Kyrgyzstan,아시아태평양
Texas Sky Airways,텍사스 스카이 항공,n/a,n/a,Active,Regional/Commuter,United States of America,북미캐나다
Texel Air,텍셀 에어,n/a,XLR,Active,Cargo,Bahrain,중동아프리카
Texel Air Australasia,텍셀 에어 오스트레일리아,n/a,n/a,Active,Cargo,New Zealand,아시아태평양
Tez Jet Airlines,테즈제트 항공,n/a,TEZ,Active,Regional/Commuter,Kyrgyzstan,아시아태평양
Thai AirAsia,타이 에어아시아,FD,AIQ,Active,Low Cost Carrier,Thailand,아시아태평양
Thai AirAsia X,타이 에어아시아 X,XJ,TAX,Active,Low Cost Carrier,Thailand,아시아태평양
Thai Airways,타이 항공,TG,THA,Active,Full Service Carrier,Thailand,아시아태평양
Thai Eastar Jet,타이 이스타제트,n/a,ESS,Failed startup,Low Cost Carrier,Thailand,아시아태평양
Thai Express Air,타이 익스프레스에어,n/a,TXZ,Active,Cargo,Thailand,아시아태평양
Thai Lion Air,타이 라이온 에어,SL,TLM,Active,Low Cost Carrier,Thailand,아시아태평양
Thai Smile,타이 스마일,WE,THD,Ceased Operations,Regional/Commuter,Thailand,아시아태평양
Thai Summer Airways,타이 서머 에어웨이즈,9T,AST,Startup,Low Cost Carrier,Thailand,아시아태평양
Thai VietJet Air,타이 비엣젯 항공,VZ,TVJ,Active,Low Cost Carrier,Thailand,아시아태평양
The Cargo Airlines,더 카고 항공,n/a,TZS,Active,Cargo,Georgia,유럽
Thomas Cook Airlines,토마스쿡 항공,MT,TCX,Ceased Operations,Charter,United Kingdom,유럽
Thomas Cook Airlines Balearics,토마스쿡 항공 발레아레스,H5,CTB,Ceased Operations,Charter,Spain,유럽
Thomas Cook Airlines Belgium,토마스쿡 항공 벨기에,HQ,TCW,Ceased Operations,Charter,Belgium,유럽
Tianjin Air Cargo,천진 항공 화물,HT,CTJ,Active,Cargo,China,아시아태평양
Tianjin Airlines,천진 항공,GS,GCR,Active,Full Service Carrier,China,아시아태평양
Tiara Air Aruba,티아라 에어 아루바,3P,TIA,Ceased Operations,Regional/Commuter,Aruba,중남미
Tibet Airlines,티베트 항공,TV,TBA,Active,Full Service Carrier,China,아시아태평양
Ticos Air,타이코스 항공,n/a,n/a,Failed startup,Full Service Carrier,Costa Rica,중남미
Tigerair,타이거에어,TR,TGW,Ceased Operations,Low Cost Carrier,Singapore,아시아태평양
Tigerair Australia,타이거에어 오스트레일리아,TT,TGG,Ceased Operations,Low Cost Carrier,Australia,아시아태평양
Tigerair Mandala,타이거에어 만다라,RI,MDL,Ceased Operations,Low Cost Carrier,Indonesia,아시아태평양
Tigerair Taiwan,타이거에어 타이완,IT,TTW,Active,Low Cost Carrier,Taiwan,아시아태평양
Tiko Air,티코 항공,n/a,n/a,Active,Charter,Madagascar,중동아프리카
Titan Airways,타이탄 항공,ZT,AWC,Active,Charter,United Kingdom,유럽
Titan Airways Malta,타이탄 항공 몰타,TM,TMT,Active,Charter,Malta,유럽
TL Aviation,티엘 항공,n/a,n/a,Active,Charter,Germany,유럽
Tli Cho Air,티초 항공,n/a,n/a,Active,Charter,Canada,북미캐나다
TMA Cargo,TMA 화물항공,TL,TMA,Ceased Operations,Cargo,Lebanon,중동아프리카
TMK Air Commuter,TMK 에어 커뮤터,n/a,n/a,Ceased Operations,Charter,Democratic Republic of the Congo,중동아프리카
TNT,TNT 항공,n/a,n/a,Ceased Operations,Cargo,Belgium,유럽
Toki Air,토키 항공,BV,TOK,Active,Low Cost Carrier,Japan,아시아태평양
Toll Aviation,톨 에비에이션,n/a,TFX,Active,Cargo,Australia,아시아태평양
Tom,Tom 항공,n/a,n/a,Failed startup,Full Service Carrier,Russian Federation,유럽
Tomsk Avia,톰스크 항공,n/a,n/a,Ceased Operations,Charter,Russian Federation,유럽
Tonga Airways,통가 항공,n/a,n/a,Failed startup,Charter,Tonga,아시아태평양
TonleSap Airlines,톤레삽 항공,n/a,TSP,Ceased Operations,Charter,Cambodia,아시아태평양
Tor Air,토르 에어,OD,OAI,Ceased Operations,Charter,Sweden,유럽
Tortug Air,토르투그 항공,n/a,n/a,Ceased Operations,Regional/Commuter,Haiti,중남미
Total Linhas Aereas,토탈린하스 항공,n/a,TTL,Active,Charter,Brazil,중남미
Toumai Air Tchad,투마이 에어차드,9D,THE,Ceased Operations,Regional/Commuter,Chad,중동아프리카
Tracep Congo Aviation,트라셉 콩고 항공,n/a,n/a,Ceased Operations,Charter,Democratic Republic of the Congo,중동아프리카
Trade Air,트레이드 항공,C3,TDR,Active,Charter,Croatia,유럽
Tradecraft Air Nigeria,트레이드크래프트 에어 나이지리아,n/a,TCA,Active,Charter,Nigeria,중동아프리카
Tradewind Aviation,트레이드윈드 항공,TJ,GPD,Active,Charter,United States of America,북미캐나다
Trans Air Cargo Service,트랜스에어 화물 항공,n/a,n/a,Active,Cargo,Democratic Republic of the Congo,중동아프리카
Trans Air Congo,트랜스에어 콩고,Q8,TSG,Active,Full Service Carrier,Republic of the Congo,중동아프리카
Trans Arabian Air Transport,트랜스 아라비안 항공운송,n/a,TRT,Ceased Operations,Charter,Sudan,중동아프리카
Trans Guyana Airways,트렌스 가이아나 항공,n/a,TGY,Active,Regional/Commuter,Guyana,중남미
Trans Island Air 2000,트랜스아일랜드항공,n/a,TRD,Active,Charter,Barbados,중남미
Trans Maldivian Airways,트랜스 몰디비안 항공,M8,TMW,Active,Regional/Commuter,Maldives,아시아태평양
Trans Nation Airways,트랜스네이션 항공,n/a,TNW,Active,Charter,Ethiopia,중동아프리카
Trans Niugini Tours,트랜스 뉴기니 투어,n/a,n/a,Active,Charter,Papua New Guinea,아시아태평양
Trans States Airlines,트랜스 스테이트 항공,AX,LOF,Ceased Operations,Regional/Commuter,United States of America,북미캐나다
Transaero Airlines,트랜스에어로 항공,UN,TSO,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Transair,트랜스에어 ,R9,MUI,Grounded,Cargo,United States of America,북미캐나다
Transair Senegal,트랜스에어 세네갈,R2,GTS,Active,Charter,Senegal,중동아프리카
TransAsia Airways,트랜스아시아 항공,GE,TNA,Ceased Operations,Full Service Carrier,Taiwan,아시아태평양
Transavia,트랜스아비아,HV,TRA,Active,Low Cost Carrier,Netherlands,유럽
Transavia Denmark,트랜스아비아 덴마크,PH,TDK,Ceased Operations,Low Cost Carrier,Denmark,유럽
Transavia France,트랜스아비아 프랑스,TO,TVF,Active,Low Cost Carrier,France,유럽
TransAVIAexport Airlines,트랜스아비아 익스포트 항공,n/a,TXC,Active,Cargo,Belarus,유럽
Transcarga International Airways,트랜스카르가 국제항공,T7,TIW,Active,Cargo,Venezuela,중남미
TransGlobal Airways,트랜스글로벌항공,n/a,n/a,Active,Cargo,Philippines,아시아태평양
TransNusa Air Services,트랜스누사 항공 서비스,8B,TNU,Active,Low Cost Carrier,Indonesia,아시아태평양
Transporte Aereo Militar,군용 항공 운송,2E,TAM,Ceased Operations,Full Service Carrier,Bolivia,중남미
Transportes Aereos Bolivianos,볼리비아 항공 운송,2L,BOL,Active,Cargo,Bolivia,중남미
Transportes Aereos Guatemaltecos ,과테말라 항공 운송,5U,TGU,Active,Full Service Carrier,Guatemala,중남미
Transwest Air,트랜스웨스트 에어,RS,RISE AIR,Active,Regional/Commuter,Canada,북미캐나다
Transwisata Air,트란스위사타 항공,n/a,n/a,Active,Charter,Indonesia,아시아태평양
Transworld Air Freighters,트랜스월드 에어프레이터,n/a,n/a,Active,Cargo,Jordan,중동아프리카
Trast Aero,트라스트 에어로,n/a,n/a,Ceased Operations,Cargo,Kyrgyzstan,아시아태평양
Travel Air PNG,트래블 항공 파부아뉴기니,4F,n/a,Ceased Operations,Full Service Carrier,Papua New Guinea,아시아태평양
Travira Air,트라비라 에어,n/a,TVV,Active,Charter,Indonesia,아시아태평양
Trawel Fly,트라웰 플라이,n/a,n/a,Ceased Operations,Charter,Italy,유럽
Trigana Air,트리가나 에어,IL,TGN,Active,Regional/Commuter,Indonesia,아시아태평양
Tri-MG Intra Asia Airlines,Tri-MG 인트라 아시아 항공,GM,TMG,Ceased Operations,Charter,Indonesia,아시아태평양
TRIP Linhas Aereas,TRIP 항공,T4,TIB,Ceased Operations,Regional/Commuter,Brazil,중남미
Tristar Air,트라이스타 항공,n/a,TSY,Ceased Operations,Charter,Egypt,중동아프리카
Tropic Air,트로픽 항공,9N,TOS,Active,Regional/Commuter,Belize,중남미
Tropical Air,트로피컬 에어,n/a,n/a,Active,Charter,Tanzania,중동아프리카
Tropical Air Gabon,트로피컬 에어 가봉,n/a,n/a,Active,Full Service Carrier,Gabon,중동아프리카
TruJet,트루 제트,2T,TRJ,Ceased Operations,Low Cost Carrier,India,아시아태평양
Trump Shuttle,트럼프 셔틀,TB,TPS,Ceased Operations,Full Service Carrier,United States of America,북미캐나다
Trupi Air,트루피 항공,n/a,n/a,Failed startup,Low Cost Carrier,Curacao,중남미
Tsaradia,차라디아,TZ,TDS,Active,Full Service Carrier,Madagascar,중동아프리카
TUI Airways,TUI 항공,BY,TOM,Active,Charter,United Kingdom,유럽
TUI fly,TUI 플라이,X3,TUI,Active,Charter,Germany,유럽
TUI fly Belgium,TUI 플라이 벨기에,TB,JAF,Active,Charter,Belgium,유럽
TUI fly Netherlands,TUI 플라이 네덜란드,OR,TFL,Active,Charter,Netherlands,유럽
TUI fly Nordic,TUI 플라이 노르딕,6B,BLX,Active,Charter,Sweden,유럽
Tulpar Air,툴파 항공,n/a,TUL,Ceased Operations,Full Service Carrier,Russian Federation,유럽
Tulpar Air Service,툴파 항공서비스,n/a,n/a,Ceased Operations,Charter,Kazakhstan,아시아태평양
Tunisair,튀니지 항공,TU,TAR,Active,Full Service Carrier,Tunisia,중동아프리카
Tunisair Express,튀니지 항공 익스프레스,UG,TUX,Active,Regional/Commuter,Tunisia,중동아프리카
Tunisavia,튀니지,n/a,TAJ,Active,Charter,Tunisia,중동아프리카
Turan Air,투란 항공,3T,URN,Ceased Operations,Full Service Carrier,Azerbaijan,유럽
Turbot Air Cargo,투보트 에어카고,n/a,n/a,Active,Cargo,Senegal,중동아프리카
Turkietresor,터키트 레저,n/a,n/a,Active,Charter,Sweden,유럽
Turkish Airlines,터키 항공,TK,THY,Active,Full Service Carrier,Turkiye,유럽
Turkmenistan Airlines,투르크메니스탄 항공,T5,TUA,Active,Full Service Carrier,Turkmenistan,아시아태평양
Turks Air,턱스 항공,n/a,n/a,Ceased Operations,Cargo,Turks and Caicos Islands,중남미
Turpial Airlines,투르피알 항공,T9,VTU,Active,Full Service Carrier,Venezuela,중남미
Turuhan Airlines,투루한 항공,n/a,TRH,Active,Charter,Russian Federation,유럽
Tus Airways,투스 항공,U8,CYF,Active,Regional/Commuter,Cyprus,유럽
Tuva Avia,투바 아비아,n/a,n/a,Active,Charter,Russian Federation,유럽
T'way Air,티웨이 항공,TW,TWB,Active,Low Cost Carrier,South Korea,아시아태평양
Twin Jet,트윈 제트,T7,TJT,Active,Regional/Commuter,France,유럽
Tyrolean Airways,티로리안 항공,VO,TYR,Ceased Operations,Regional/Commuter,Austria,유럽
U Airlines,U 에어라인 ,n/a,n/a,Ceased Operations,Charter,Thailand,아시아태평양
UEP!FLY,UEP!플라이,n/a,n/a,Active,Virtual Carrier,Spain,유럽
Uganda Air Cargo,우간다 에어카고,n/a,UCC,Active,Cargo,Uganda,중동아프리카
Uganda Airlines,우간다 항공 ,UR,UGA,Active,Full Service Carrier,Uganda,중동아프리카
Ukraine Air Alliance,우크라이나 에어 얼라이언스,n/a,UKL,Ceased Operations,Cargo,Ukraine,유럽
Ukraine Air Enterprise,우크라이나 에어 엔터프라이즈,n/a,UKN,Active,Charter,Ukraine,유럽
Ukraine International Airlines,우크라이나 국제항공,PS,AUI,Active,Full Service Carrier,Ukraine,유럽
Ukrainian Cargo Airways,우크라이나 화물항공,6Z,UKS,Ceased Operations,Cargo,Ukraine,유럽
Ukrainian Wings,우크라이나 윙즈,n/a,UWJ,Startup,Charter,Ukraine,유럽
Ulendo Airlink,울렌도 에어링크,n/a,NYS,Active,Charter,Malawi,중동아프리카
ULS Airlines Cargo,ULS 화물항공,GO,KZU,Active,Cargo,Turkiye,유럽
Ultimate Air Shuttle,얼티밋 에어 셔틀,UE,UJC,Active,Regional/Commuter,United States of America,북미캐나다
Ultimate Jetcharters,얼티밋 제트 차터,UE,UJC,Active,Charter,United States of America,북미캐나다
Ultra Air,울트라에어,OL,ULS,Grounded,Low Cost Carrier,Colombia,중남미
UM Air,유엠 항공,UF,UKM,Active,Full Service Carrier,Ukraine,유럽
Uni Air,유니 항공,B7,UIA,Active,Full Service Carrier,Taiwan,아시아태평양
Union Express Charter Airline,유니온 익스프레스 차터,n/a,n/a,Active,Charter,Myanmar,아시아태평양
Unique Air,유니크 에어,6U,UQA,Active,Cargo,United Arab Emirates,중동아프리카
